text,replies,retweets,favorites,user,party,state,year,month
Saddened to hear about the passing of Gwen Ifill - she was a outstanding journalist and a very kind brilliant person. She will be missed.,1,3,26,MARTINHEINRICH,D,NM,2016,November
Congrats @LoboMensSoccer for winning their conference and going to the @NCAASoccer tournament! #GoLobos https://t.co/bIOR2eal90,0,1,7,MARTINHEINRICH,D,NM,2016,November
"Continued celebrating the National Park Centennial by visiting the Fort Union National Monument in Watrous, NM._ https://t.co/QUNX4oQwIy",1,5,17,MARTINHEINRICH,D,NM,2016,November
I visited @CapulinNPS to hiked the rim of the volcano and trail into the crater. #FindYourPark in NM! https://t.co/wemoVEOlZU,3,3,14,MARTINHEINRICH,D,NM,2016,November
I was proud to commemorate Veterans Day in Las Vegas today to offer sincere gratitude to NM veterans for their serv_ https://t.co/IuIW083SCC,1,5,17,MARTINHEINRICH,D,NM,2016,November
I'll be with the Las Vegas community this morning honoring our veterans at a ceremony in Veterans Park today._ https://t.co/bo1wIMNWSr,0,7,13,MARTINHEINRICH,D,NM,2016,November
"RT @Interior: On #VeteransDay, you can visit national parks, wildlife refuges &amp; public lands for free. RT to spread the word! https://t.co/_",100,3336,3852,MARTINHEINRICH,D,NM,2016,November
We must be unwavering in our commitment to our men and women in uniform who deserve more than just words of gratitude for their sacrifice.,3,9,25,MARTINHEINRICH,D,NM,2016,November
"Today, I met with local veterans &amp; servicemembers in Clayton &amp; was proud to present the VFW Post a flag that was fl_ https://t.co/S4LnacBqRg",0,2,8,MARTINHEINRICH,D,NM,2016,November
Wonderful stay at the historic Hotel Eklund in Clayton. https://t.co/LKvqSqJ6lZ,0,0,3,MARTINHEINRICH,D,NM,2016,November
I continued rural health care listening tour yesterday at Veterans Tele-Health Ribbon Cutting in Mosquero &amp; Union C_ https://t.co/DcsyQkYy0y,2,4,16,MARTINHEINRICH,D,NM,2016,November
"RT @AtomicHeritage: 1 year ago today, @MnhtnProjectNPS was officially established! #tbt @SenatorCantwell @MartinHeinrich @TomUdallPress @Se_",0,1,6,MARTINHEINRICH,D,NM,2016,November
The Guadalupe County Hospital in Santa Rosa was the 1st stop of my rural health care listening tour on Monday. https://t.co/jsdS8xTnJK,2,2,9,MARTINHEINRICH,D,NM,2016,November
Tune into KLMX-FM 97.5 of Clayton this morning. I'll be on the air live at 8:30am!,0,0,0,MARTINHEINRICH,D,NM,2016,November
The Albuquerque International @balloonfiesta is out of this world. https://t.co/WZC0rBwgh3,0,2,9,MARTINHEINRICH,D,NM,2016,November
Happy National Bison Day! I was proud to introduce bill with @SenJohnHoeven that was signed into law &amp; designated_ https://t.co/w07OWlxnBg,0,7,31,MARTINHEINRICH,D,NM,2016,November
The Paris Agreement is a historic step to tackle the global threat of climate change. We need bold action to #ActOnClimate!,2,2,12,MARTINHEINRICH,D,NM,2016,November
"Congratulations to Melissa Kovac, of Amy Biehl Community School, who received Milken Educator of the Year award! https://t.co/zQTJjwPCHS",0,2,4,MARTINHEINRICH,D,NM,2016,November
"We must do more to stop the the rapid warming of our planet, climate change is real and cannot be ignored. #ActOnClimate",3,9,14,MARTINHEINRICH,D,NM,2016,November
"RT @ErikSolheim: The UN Environment Emissions Gap report shows we are moving in the right direction.
But we must accelerate action!
https:/_",4,93,57,MARTINHEINRICH,D,NM,2016,November
"@tomaburque I'm concerned about prescription drug prices, most recently wrote FDA to expedite EpiPen alternatives: https://t.co/KnPH62nCLe",0,0,0,MARTINHEINRICH,D,NM,2016,November
@Dano56968 I hosted a Veteran homelessness roundtable &amp; working to boost accountability at VA: https://t.co/sJ03D7jNab,0,0,0,MARTINHEINRICH,D,NM,2016,November
Check out this NM photo in @NatGeo's Nature Photographer of year contest: geese taking flight at Bosque del Apache! https://t.co/vsVM6Z6UGc,0,4,8,MARTINHEINRICH,D,NM,2016,November
"@ClintonRLanier, I agree. I urged @DeptofDefense to restore bonuses incorrectly awarded to National Guard soldiers: https://t.co/mwB7WZv4lx",1,0,0,MARTINHEINRICH,D,NM,2016,November
"Bonuses incorrectly awarded to National Guard soldiers should be honored, we have to do right by service members and their families.",2,5,24,MARTINHEINRICH,D,NM,2016,November
Proud to support veteran entrepreneurs &amp; small businesses to honor their service and help create jobs that spur NM_ https://t.co/e7hCN881R2,0,5,6,MARTINHEINRICH,D,NM,2016,November
RT @OrganMountains: Small business owner makes #economic case for protecting #wilderness in #OMDP4NM https://t.co/ItXXkp0FCN @MartinHeinric_,0,2,3,MARTINHEINRICH,D,NM,2016,November
The FTC should look into exorbitant fees on electronic tolls charged by rental car companies via @Money https://t.co/cT7svzwqaY,0,0,1,MARTINHEINRICH,D,NM,2016,November
Read my letter to the FTC regarding rental car companies slapping consumers with exorbitant fees for tolls: https://t.co/VJ1mzKHk2B,0,0,3,MARTINHEINRICH,D,NM,2016,November
Drivers seeing exorbitant fees from rental cars for using toll paying tech. @chriselliotts via @washingtonpost https://t.co/Mmni6LAw87,0,0,1,MARTINHEINRICH,D,NM,2016,November
"RT @chriselliotts: Senator to Federal Trade Commission: Stop car rental ""convenience"" fees! - https://t.co/uFMRWI3x0e https://t.co/RFURS3Rw_",0,1,2,MARTINHEINRICH,D,NM,2016,November
Mahalo to @FilVetsREP @TulsiPress @SenDeanHeller @RepJoeHeck &amp; all who fought with us to make #FilAmVets Congressional Gold Medal possible,0,18,28,MAZIEHIRONO,D,HI,2016,November
#FilAmVets bill now goes to @POTUS for his signature. Thinking of all the vets &amp; families I've met throughout this_ https://t.co/WzOjW6hdbY,2,60,76,MAZIEHIRONO,D,HI,2016,November
"BREAKING: House passes our #FilAmVets Congressional Gold Medal bill, long overdue recognition of service &amp; sacrifice @TulsiPress @FilVetsREP",0,17,32,MAZIEHIRONO,D,HI,2016,November
"DACA changed the lives of &gt;750k DREAMers, who now fear having to leave only country they know. I will fight tooth and nail to #SaveDACA",42,360,545,MAZIEHIRONO,D,HI,2016,November
Deeply concerned re: Tom Price's support to gut Medicare. I'll fight against proposed cuts to Medicare &amp; other programs our kupuna rely on,2,20,67,MAZIEHIRONO,D,HI,2016,November
Unanimous support in Senate &amp; overwhelming backing in the House honors the sacrifice #FilAmVets made for the US @TulsiPress @FilVetsREP,0,4,15,MAZIEHIRONO,D,HI,2016,November
Hawaii's small businesses like Komoda Bakery are community institutions. Please #shopsmall this_ https://t.co/yXnbgvXS8J,1,6,25,MAZIEHIRONO,D,HI,2016,November
"This #Thanksgiving, grateful for orgs like @LanakilaPacific who serve our seniors https://t.co/9vZD5n7DtD",1,6,33,MAZIEHIRONO,D,HI,2016,November
"#ThankfulFor Kaala Elementary teachers &amp; staff I met today, who are committed to helping our students succeed https://t.co/y9xLoVaNKV",1,3,19,MAZIEHIRONO,D,HI,2016,November
"Domingo fought for the US, then fought at home for his benefits. My bill to honor the service of #FilVets will get_ https://t.co/p7LtSFrHqK",3,19,48,MAZIEHIRONO,D,HI,2016,November
RT @ChrisNCAPA: Big news on long overdue recognition for FilVets! Thanks to @CAPAC -- &amp; @maziehirono for her leadership in Senate to get u_,1,18,23,MAZIEHIRONO,D,HI,2016,November
Mahalo to health care providers who serve Hawaii. My bill would make it easier to access care https://t.co/tLPiOHaA1w #RuralHealthDay,1,6,13,MAZIEHIRONO,D,HI,2016,November
RT @SenJeffMerkley: Many Americans see a new Prez-elect who has chosen to knock them down not lift them up. Trump must start to repair dama_,95,2066,3962,MAZIEHIRONO,D,HI,2016,November
We cannot let fear dictate our path forward. An inclusive and vibrant America is worth fighting for.,1,25,45,MAZIEHIRONO,D,HI,2016,November
The protection of our Constitution is not conditional. It applies to all of us.,0,15,28,MAZIEHIRONO,D,HI,2016,November
We must continue to speak out against hate &amp; prejudice - we will not stand silent until it's our turn https://t.co/5OG7VnBiCJ,2,43,57,MAZIEHIRONO,D,HI,2016,November
"Are hate speech, racism, and xenophobia the new normal in our country? No they are not.",2,15,29,MAZIEHIRONO,D,HI,2016,November
The internment of Japanese Americans more than 70 years ago set a precedent: that we should never let something like this happen again.,24,802,1332,MAZIEHIRONO,D,HI,2016,November
A white supremacist has no place in the White House. We are fighting back to #StopBannon https://t.co/givktgajPY,15,60,115,MAZIEHIRONO,D,HI,2016,November
This #VeteransDay we pay tribute to Filipino World War II vets who fought bravely under the American flag &amp; all who_ https://t.co/kXmRF8pRyx,1,18,47,MAZIEHIRONO,D,HI,2016,November
"RT @denniskjr: ""We can't let fear dictate our path forward."" - Sen @maziehirono, live on #PBSinsights",0,7,21,MAZIEHIRONO,D,HI,2016,November
RT @pbshawaii: Joining us tonight on #PBSInsights are @RepHanabusa @maziehirono and @ronkouchi. Watch live here: https://t.co/AFk3DEdsVQ ht_,0,6,10,MAZIEHIRONO,D,HI,2016,November
Keeping the pressure on Mylan to increase transparency &amp; access to lifesaving EpiPens https://t.co/yLNPHwjUA4,2,3,7,MAZIEHIRONO,D,HI,2016,November
Joined a bipartisan group to urge the @DeptofDefense to restore National Guard bonuses https://t.co/c0QiLGoPAS,0,1,4,MAZIEHIRONO,D,HI,2016,November
"ICYMI: New Hirono bill to protect foreign workers, preserve Hawaii's longline fleet https://t.co/1kA0CxrKRx",2,3,6,MAZIEHIRONO,D,HI,2016,November
RT @AgelessAlliance: .@McCaskillOffice Thanks for recognizing the need for better coordination between gov't agencies to intervene in #elde_,0,2,8,MCCASKILLOFFICE,D,MO,2016,November
"TESTIFYING NOW: Elder law attorney Jessica Kruse, from Missouri.
https://t.co/WIqFslvAzQ https://t.co/5GuPsQPKUd",1,3,2,MCCASKILLOFFICE,D,MO,2016,November
"In 2013, @HHSgov began developing a national #elderabuse reporting system based on standardized data. https://t.co/spOscM0R8l",1,1,1,MCCASKILLOFFICE,D,MO,2016,November
"According to the National Center on #ElderAbuse, it is not uncommon for an abused older adult to suffer several typ_ https://t.co/Ogb8r7Rk3T",1,5,4,MCCASKILLOFFICE,D,MO,2016,November
The full extent of #elderabuse by guardians is unknown due to limited and inconsistent national data. https://t.co/3ZTXTHxF48,0,7,1,MCCASKILLOFFICE,D,MO,2016,November
"WATCH LIVE NOW: @clairecmc introduces Jessica Kruse, an elder law attorney from #Missouri.

https://t.co/WIqFslvAzQ",0,0,1,MCCASKILLOFFICE,D,MO,2016,November
".@clairecmc: But innovative work is being done at the federal, state, &amp; NGO level to help bridge the information gap. (2/2)",1,1,3,MCCASKILLOFFICE,D,MO,2016,November
".@clairecmc: Unfortunately, we still have limited information on the prevalence of guardianship abuse across the country_ (1/2)",1,1,0,MCCASKILLOFFICE,D,MO,2016,November
.@clairecmc: Ive been very proud of the work @SenatorCollins &amp; I been able to do together on @SenateAging to comba_ https://t.co/2gUU7q9kb9,5,15,47,MCCASKILLOFFICE,D,MO,2016,November
.@clairecmc: Elder abuse of any kind is a tragedy but its particularly painful when perpetrated by those entrusted to protect seniors.,1,0,3,MCCASKILLOFFICE,D,MO,2016,November
WATCH LIVE NOW: @clairecmc opening remarks at @SenateAging hearing on guardian #elderabuse: https://t.co/WIqFslvAzQ,1,0,3,MCCASKILLOFFICE,D,MO,2016,November
"Today at 2:30, @clairecmc &amp; @SenatorCollins to unveil new @USGAO report on #elderabuse by guardians at @SenateAging_ https://t.co/V1vfjD03ef",0,4,4,MCCASKILLOFFICE,D,MO,2016,November
"__ Have you heard Johnnie Johnson work his piano magic? __

Listen to @clairecmcs gold medal playlist:_ https://t.co/UXiKNq7D8v",4,4,11,MCCASKILLOFFICE,D,MO,2016,November
"In honor of this posthumous awardgiven to Johnsons widow, Frances@clairecmc shared this Johnnie Johnson playlist: https://t.co/4DCzN1A3f6",0,0,2,MCCASKILLOFFICE,D,MO,2016,November
"On his passing, @RollingStone wrote w/ his death, rock&amp;roll lost a vital link to its [boogie-woogie, jazz] roots. https://t.co/XaLbagQhWD",0,0,1,MCCASKILLOFFICE,D,MO,2016,November
"Following his service, Johnson went on to a long blues career &amp; eventually discovered another greatChuck Berry. https://t.co/kTxoCMYfEA",1,0,2,MCCASKILLOFFICE,D,MO,2016,November
"70 years later, @clairecmc helped pass legislation awarding the entire @USMC unit a congressional gold medal: https://t.co/eP9EOTvr7y",0,0,2,MCCASKILLOFFICE,D,MO,2016,November
"After a 1942 directive from FDR, @USMC opened its ranks to black Americans &amp; ~20,000 men were trained in NC. #WWII https://t.co/0pcp9vFUhR",1,3,11,MCCASKILLOFFICE,D,MO,2016,November
"In addition to his musical contributions, Johnson was a Montford Point Marinean African-American unit that integrated @USMC during #WWII.",0,0,2,MCCASKILLOFFICE,D,MO,2016,November
"Today @NatBluesMuseum, @clairecmc recognized #WWII vet &amp; music icon Johnnie Johnson w/ a congressional gold medal: https://t.co/HLunMcWhzN",4,0,7,MCCASKILLOFFICE,D,MO,2016,November
"Happy Thanksgiving, Missouri! https://t.co/am3zW0o2XZ",4,1,8,MCCASKILLOFFICE,D,MO,2016,November
"After reports of whistleblower cases falling through the cracks, @clairecmc urging @NASA to implement protections:_ https://t.co/3AKqXS3gut",0,0,1,MCCASKILLOFFICE,D,MO,2016,November
"Standing with our two Missouri officers from @SLMPD &amp; @gladstonedpsmo injured in the line of duty last night in, &amp;_ https://t.co/Frq8Uk6Bac",1,4,9,MCCASKILLOFFICE,D,MO,2016,November
Claire has fought for years to improve background checks for sensitive govt workw/ colleagues on both sides of the_ https://t.co/1xLzLe3tdy,0,2,4,MCCASKILLOFFICE,D,MO,2016,November
ICYMI: The Senate passed a @clairecmc-@senatortester bill to strengthen security clearance background checks _祟 https://t.co/OhavdVs0Th,1,3,4,MCCASKILLOFFICE,D,MO,2016,November
"Thats it for us! Share your travels and favorite Fulton spots using the hashtag #MissouriSpotlight, and have a great Missouri weekend! __",0,1,0,MCCASKILLOFFICE,D,MO,2016,November
"To learn more about Fultons museums, restaurants, and art scene, check out https://t.co/IcYNgBxt1n._ https://t.co/joIRiUaUCN",1,1,1,MCCASKILLOFFICE,D,MO,2016,November
Did you know that Margaret Thatcher once paid a visit to Fultons historic @LoganberryInn? #MissouriSpotlight https://t.co/uExwyNkimp,0,0,1,MCCASKILLOFFICE,D,MO,2016,November
Or take the kiddies and visit Saults Drug Store and Soda Fountain on Court St. #MissouriSpotlight https://t.co/ZCAg4BC0zp,0,1,0,MCCASKILLOFFICE,D,MO,2016,November
"If you get thirsty during your stay, pay a visit to @SerenityWinesMO and Canterbury Hill Winery. #MissouriSpotlight https://t.co/F0KykTtkrk",1,0,1,MCCASKILLOFFICE,D,MO,2016,November
Fulton is also home to @WilliamWoodsU and the Missouri School for the Deaf. #MissouriSpotlight https://t.co/uISieItoac,0,1,1,MCCASKILLOFFICE,D,MO,2016,November
"When visiting Fulton, guests can pay a visit to the @ChurchillMuseum at @WestminsterMO! #MissouriSpotlight https://t.co/jngkCSxn0v",0,3,5,MCCASKILLOFFICE,D,MO,2016,November
"In 1847, Fulton became home to the first mental health institution west of the Mississippi river. #MissouriSpotlight",0,0,0,MCCASKILLOFFICE,D,MO,2016,November
Robert Fulton also designed the first usable submarine at the request of Napoleon Bonaparte. #MissouriSpotlight https://t.co/xb2lmBitai,0,0,0,MCCASKILLOFFICE,D,MO,2016,November
"It is named after American engineer and inventor Robert Fulton, who created the first commercially successful steam_ https://t.co/4wJ9072Hfp",1,0,0,MCCASKILLOFFICE,D,MO,2016,November
"Fulton, the county seat of Callaway County in central MO, was founded in 1825. #MissouriSpotlight",1,1,0,MCCASKILLOFFICE,D,MO,2016,November
"Happy Friday, everyone! As we head into the weekend, join us on our #MissouriSpotlight to Fulton, MO!

__: https://t.co/BJDqyDVbwK",1,1,1,MCCASKILLOFFICE,D,MO,2016,November
"Corporate acquisitions + egregious price hikes + culture of corruption.

@clairecmc on arrest of fmr. pharma execs:_ https://t.co/wbzLcEM3Y3",0,1,4,MCCASKILLOFFICE,D,MO,2016,November
".@HouseGOP: You cant #DrainTheSwamp by going back to shady, back room deals. #NoEarmarks https://t.co/F8VtwHLV24",2,2,8,MCCASKILLOFFICE,D,MO,2016,November
BREAKING: @clairecmc to be lead Democrat on Homeland Security Committee alongside Republican Chair @SenRonJohnson._ https://t.co/xBJMjxvN0G,1,6,22,MCCASKILLOFFICE,D,MO,2016,November
