text,replies,retweets,favorites,user,party,state,year,month
Ive focused a substantial amount of time in the Senate working to make sure our seniors are protected from abuse and fraud.,3,1,24,SENBOBCASEY,D,PA,2016,November
I look forward to taking on this leadership role at @SenateAging so I can fight for Pennsylvanias seniors. https://t.co/c5OZ2j8rRd,4,15,47,SENBOBCASEY,D,PA,2016,November
"Assads war crimes against children are horrific, we must condemn them: https://t.co/ZXGCpwu7dR",3,5,22,SENBOBCASEY,D,PA,2016,November
RT @bctimes: @SenBobCasey isn't happy with @realDonaldTrump 's choice of @BreitbartNews head for chief strategist. https://t.co/4ddcFkgdN0,5,15,72,SENBOBCASEY,D,PA,2016,November
I would urge President-elect Trump to reconsider. https://t.co/vM15621rc6,169,1006,1649,SENBOBCASEY,D,PA,2016,November
Stephen Bannon is someone who has demonstrated disregard for common decency and values that all Americans should share.,46,351,646,SENBOBCASEY,D,PA,2016,November
Trump has pledged to be a President for all Americans; placing this individual in a position of such significant power undermines that claim,29,216,448,SENBOBCASEY,D,PA,2016,November
I am deeply troubled that President-elect Trump has appointed Stephen Bannon as his chief strategist and senior counselor.,108,472,1045,SENBOBCASEY,D,PA,2016,November
Saddened to hear of the passing of Gwen Ifill. She was an exceptional journalist who brought integrity and fairness to her reporting.,1,11,68,SENBOBCASEY,D,PA,2016,November
The President of the United State must lead with moral authority and denounce racism and bigotry in the strongest terms.,15,77,183,SENBOBCASEY,D,PA,2016,November
"Its incumbent upon all public officials, including the President-elect, to continuously condemn these acts of hate.",8,46,102,SENBOBCASEY,D,PA,2016,November
The cowards who committed these acts do not represent the values of Pennsylvania or the American people.,4,17,38,SENBOBCASEY,D,PA,2016,November
"What occurred at Penn is not an isolated incident, I was deeply disturbed to hear about incidents at Villanova, Council Rock, and York Tech.",6,28,47,SENBOBCASEY,D,PA,2016,November
"As your United States Senator, as your elected representative, I commit to continue to fight to guard your safety and protect your rights.",6,32,119,SENBOBCASEY,D,PA,2016,November
"If the students around this table leave here today remembering only one thing, I hope its this: I stand with you. https://t.co/u0UOl3NaGR",3,23,68,SENBOBCASEY,D,PA,2016,November
Today I visited with students at the @UofPenn to reinforce the message that these acts of bigotry will not be toler_ https://t.co/czmh6sRPo3,7,60,167,SENBOBCASEY,D,PA,2016,November
"@aboleyn @imaginepeace @mightybattlecat @saalon if you would like to speak to a member of my staff, press 2 when you hear my voice.",0,1,6,SENBOBCASEY,D,PA,2016,November
"@aboleyn sorry for the trouble, you can find the contact info for all of my offices in the footer of my website: https://t.co/maN1Swh3XP",0,2,4,SENBOBCASEY,D,PA,2016,November
I will fight by your side to protect your rights and those of every American.,15,47,130,SENBOBCASEY,D,PA,2016,November
I stand in solidarity with African American students at Penn who received horrific racist text messages. - https://t.co/wi5Gcoee1q,14,126,220,SENBOBCASEY,D,PA,2016,November
These acts of hate are horrific and must be condemned in the strongest terms - https://t.co/y7KRrFgg3U,114,207,260,SENBOBCASEY,D,PA,2016,November
It was a privilege and an honor to spend some time with these brave patriots. https://t.co/XWAUHedbK2,0,6,16,SENBOBCASEY,D,PA,2016,November
Today eleven Pennsylvania veterans were awarded the French Legion of Honor for their service in France during World_ https://t.co/QArE8cX8yO,2,15,83,SENBOBCASEY,D,PA,2016,November
Closely monitoring shooting of police officers in Canonsburg. We mourn the loss of one officer &amp; pray for the recovery of injured officer.,4,14,42,SENBOBCASEY,D,PA,2016,November
"As Ive said, we have come too far for a group of white nationalists or anyone else to bully minorities out of their right to vote.",9,35,42,SENBOBCASEY,D,PA,2016,November
I wrote the DOJ urging this action because no citizen in our nation should fear voting. https://t.co/VNQ5b67dWl,3,13,20,SENBOBCASEY,D,PA,2016,November
Pleased @TheJusticeDept will monitor polls in Philadelphia following intimidation threats from white nationalists: https://t.co/GL3t7LqPaN,17,43,60,SENBOBCASEY,D,PA,2016,November
Today our state &amp; nation mourns the loss of Sgt. 1st Class Ryan A. Gloyer who died in Afghanistan-a true hero &amp; my prayers are w/ his family,2,14,28,SENBOBCASEY,D,PA,2016,November
RT @politico: Sen. Casey calls for DOJ to intervene after white nationalists vow to poll watch https://t.co/cddtasgO3X | AP Photo https://t_,32,152,205,SENBOBCASEY,D,PA,2016,November
We have come too far to allow a group of white nationalists to intimidate minority voters in Philadelphia or anywhere throughout the nation.,12,34,57,SENBOBCASEY,D,PA,2016,November
These plans to monitor the polls are little more than thinly veiled attempts to suppress and delegitimize the votes of minority citizens.,11,73,97,SENBOBCASEY,D,PA,2016,November
The integrity of the election process is foundational to the strength of our democracy - https://t.co/VJ4gfkAcxa,3,7,11,SENBOBCASEY,D,PA,2016,November
"As White Nationalists pledge to monitor the polls in Philly, I'm urging @TheJusticeDept to enforce election monitoring rules.",16,54,87,SENBOBCASEY,D,PA,2016,November
Thank you @GovernorWolf for you leadership in battling opioid crisis https://t.co/EBgsF2tZvi,1,3,11,SENBOBCASEY,D,PA,2016,November
Praying for the victims and families of fallen police officers in Iowa- a reminder of the risks officers endure daily.,0,6,24,SENBOBCASEY,D,PA,2016,November
"Today is #LatinaEqualPay Day, when Latinas finally match what white men earned last year. https://t.co/Qxw4NGxXl3",20,43,50,SENBOBCASEY,D,PA,2016,November
I'm proud to join @RedCross in thanking our active military and veterans who have sacrificed so much for our freedo_ https://t.co/AZzAbmlW41,10,48,127,SENBOBCORKER,R,TN,2016,November
Terrible news out of East Tennessee this morning. Praying for those affected by this dangerous storm. https://t.co/3VvasMGvb7,8,33,81,SENBOBCORKER,R,TN,2016,November
I am heartbroken to see the damage caused by the ongoing fires in Sevier County. My full statement: https://t.co/VM6gUdlkVf.,8,30,65,SENBOBCORKER,R,TN,2016,November
We continue to monitor the situation in Gatlinburg and surrounding communities. Prayers for the first responders and all those affected.,7,165,426,SENBOBCORKER,R,TN,2016,November
My statement on the death of Fidel Castro: https://t.co/cSBXcQvkv6,12,112,215,SENBOBCORKER,R,TN,2016,November
The ruling blocking the administration's overtime rule is a huge victory for small businesses and Tennesseans. More: https://t.co/0eQNbDnQsI,88,27,54,SENBOBCORKER,R,TN,2016,November
"Chattanoogans have a unique ability to give of themselves to help others. We'll do the same following this tragedy.
https://t.co/goQI5NHzc8",3,27,104,SENBOBCORKER,R,TN,2016,November
RT @realDonaldTrump: Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful childre_,5876,26952,129348,SENBOBCORKER,R,TN,2016,November
Grateful for all in our community who have and will continue to assist these children.,2,15,40,SENBOBCORKER,R,TN,2016,November
Touched to visit with so many families at @erlangerhealth affected by yesterday's tragic Woodmore school bus crash_ https://t.co/q2fjRdn29l,3,23,73,SENBOBCORKER,R,TN,2016,November
I have spoken with Mayor Coppinger and Superintendent Kelly to extend sympathies and support.,3,17,67,SENBOBCORKER,R,TN,2016,November
"Heartbreaking school bus crash in Chattanooga. My thoughts and prayers are with the children, families and first responders.",22,399,766,SENBOBCORKER,R,TN,2016,November
In Soddy Daisy this morning to receive a briefing and tour wildfire damage. https://t.co/jhyAfXXQx6,0,12,29,SENBOBCORKER,R,TN,2016,November
Jeff Sessions is widely respected in the United States Senate and is a great choice for Attorney General. https://t.co/7aJnmuKp9Z,37,53,137,SENBOBCORKER,R,TN,2016,November
Enjoyed welcoming students from the Chattanooga School for the Arts and Sciences to Capitol Hill yesterday. https://t.co/KC2ykPMWuA,13,17,82,SENBOBCORKER,R,TN,2016,November
Last spoke with @gwenifill on @NewsHour at the convention in Cleveland. Incredibly warm and down-to-earth person. S_ https://t.co/YoeAUYRl5T,10,29,110,SENBOBCORKER,R,TN,2016,November
.@Reince will be an outstanding chief of staff. Great decision by President-elect @realDonaldTrump.,104,250,606,SENBOBCORKER,R,TN,2016,November
Incredibly grateful for the brave men and women who served our country and dedicated their lives to defending our freedoms. #VeteransDay,9,51,134,SENBOBCORKER,R,TN,2016,November
We will be working hard to fight any reversal of @POTUS @BarackObama's #criminaljustice reform policies and legacy:_ https://t.co/XQ9hJZN46B,9,61,149,SENBOOKER,D,NJ,2016,November
"Apprenticeships lead to:
ʥ Jobs
ʥ Skills
ʥ Wages

#ApprenticeshipWorks https://t.co/X4gFml6tyS",4,7,35,SENBOOKER,D,NJ,2016,November
RT @Helpusadoptorg: Did you catch our segment on @GMA this morning? Such an honor...we are so thankful! https://t.co/5W958vns1g,0,13,26,SENBOOKER,D,NJ,2016,November
"Sen. @CoryBooker reminds us: ""We are a nation of love."" https://t.co/GEoFo1w9f2",6,26,65,SENBOOKER,D,NJ,2016,November
Make sure to love &amp; support your neighborhood small businesses today! #SmallBizSat https://t.co/7faXVIIv2v,1,16,46,SENBOOKER,D,NJ,2016,November
Read @CoryBooker letter to @TheJusticeDept urging investigation &amp; monitoring at #StandingRock:_ https://t.co/DVdHiVnNuL,105,1262,1641,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker at @njsoupkitchen in #Newark for their annual #Thanksgiving meal. https://t.co/FOdRL2NXmv,1,11,45,SENBOOKER,D,NJ,2016,November
#Truth from @FLOTUS @MichelleObama today on @UN International Day to End Violence against Women. https://t.co/ohSWKHPJCN,3,26,85,SENBOOKER,D,NJ,2016,November
"1936 Fashion Show of the opening of a garment factory in Hightstown, NJ #TBT https://t.co/fxkryCQtFk",0,3,16,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker at @njsoupkitchen in #Newark serving food as part of their annual #Thanksgiving meal. https://t.co/n27PZ1TrPF,6,75,457,SENBOOKER,D,NJ,2016,November
"Happy #Thanksgiving!
#givethanks https://t.co/5kvc3Gzv2Q",3,7,31,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker serves food at @njsoupkitchen in #Newark as part of their annual #Thanksgiving meal. https://t.co/CHs74APSwq,8,68,278,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker joins discussion with @IntegrityNJ clients and staff. https://t.co/HFdkr6fKEe,7,15,60,SENBOOKER,D,NJ,2016,November
RT @jewishheartnj: #Jewish Federations Leaders Meet With U.S. Senator @CoryBooker https://t.co/HCkk0P1EfJ #security #Israel #community http_,5,27,116,SENBOOKER,D,NJ,2016,November
RT @USAO_NJ: USA Fishman at #criminaljustice reform forum hosted by @SenBookerOffice in Piscataway NJ https://t.co/HFaNur52HJ,7,14,45,SENBOOKER,D,NJ,2016,November
RT @HannaMori: Electrifying remarks from @CoryBooker as he hosts his 3rd #CJR forum in #NJ https://t.co/F6c7inm4Em,1,4,20,SENBOOKER,D,NJ,2016,November
".@CoryBooker quotes Bryan Stevenson ""We're a nation that treats you better if you're rich &amp; guilty than if you're poor &amp; innocent"" #CJReform",10,217,422,SENBOOKER,D,NJ,2016,November
"""My mom taught me clearly that all of us have a hunger for a nation that lives up to our highest ideals."" @CoryBooker #CJReform",6,18,59,SENBOOKER,D,NJ,2016,November
"""More African Americans incarcerated in America today than all slaves in 1850."" @CoryBooker #CJReform",3,19,37,SENBOOKER,D,NJ,2016,November
"""No difference in drug use among race in US, yet blacks &amp; latinos disproportionately incarcerated for drug offenses"" @CoryBooker #CJReform",4,21,39,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker speaks at #CJReform forum in Piscataway #NJ https://t.co/DRR7ZzTwew,3,7,30,SENBOOKER,D,NJ,2016,November
LIVE STREAM of @CoryBooker's #criminaljustice reform forum at 6PM tonight! https://t.co/BMAn3ZbHxN https://t.co/Gb3UIdmAbO,1,6,16,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker meets with residents at Veterans Memorial Home in Menlo Park #NJ https://t.co/V6FGlwUrex,1,3,24,SENBOOKER,D,NJ,2016,November
"If you can't make @CoryBooker's #criminaljustice forum in-person, @NJTVNews will be livestreaming 6PM tonight!_ https://t.co/HIhOho3QKq",8,58,153,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker volunteers and spends time with patrons at soup kitchen @OasisPatersonNJ ahead of #Thanksgiving._ https://t.co/OXGIcdpsAe,6,46,282,SENBOOKER,D,NJ,2016,November
"Sen. @CoryBooker renews commitment to never stop fighting to protect the #NJ shore, despite Trump's concerning envi_ https://t.co/81k3NtYIu8",12,125,445,SENBOOKER,D,NJ,2016,November
"RT @SecBurwell: This is an opportunity for you to be heard, to share just how this law has impacted you, why #CoverageMatters. Share your s_",49,176,169,SENBOOKER,D,NJ,2016,November
RT @CoryBooker: #NJ: Please join me for panel discussion on #CJReform this TuesdayI hope to see you there. RSVP: https://t.co/jJMs9NmRKq h_,30,87,242,SENBOOKER,D,NJ,2016,November
RT @ACLUNJ: A great #CJReform forum U.S. Senator @CoryBooker &amp; @SenBookerOffice are putting on. RSVP for Piscataway event: https://t.co/Yab_,0,3,11,SENBOOKER,D,NJ,2016,November
#NJ: Tomorrow join @CoryBooker's #CJReform forum in Piscataway Township! Please RSVP here: https://t.co/np5gAyFSta https://t.co/m43EOhMucs,0,8,16,SENBOOKER,D,NJ,2016,November
Join @CoryBooker for a #criminaljustice reform forum this Tuesday 11/22. RSVP: https://t.co/O8Eyz4attl https://t.co/qrbdosGG84,0,10,20,SENBOOKER,D,NJ,2016,November
RT @ACLU: Full statement from ACLU's @WangCecillia https://t.co/DCjv1wd4sk,9,343,398,SENBOOKER,D,NJ,2016,November
RT @CoryBooker: My statement on President-elect Trump's intention to nominate Jeff Sessions as AG: https://t.co/bpXuT4F9oH,99,615,1017,SENBOOKER,D,NJ,2016,November
Read @CoryBooker Statement on President-elect Trumps Intention to Nominate Jeff Sessions as Attorney General: https://t.co/nPKp5BkGEb,6,34,54,SENBOOKER,D,NJ,2016,November
"#NJ: Join Sen. @CoryBooker panel discussion on #CJReform, mass incarceration &amp; impact on our communities. RSVP:_ https://t.co/GY82R66Me5",0,4,12,SENBOOKER,D,NJ,2016,November
.@CoryBooker staff will be available to assist with federal issues today from 3-5p at @SenJimWhelan's Office at 507 Tilton Rd. in Northfield,0,3,11,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker Urges FBI and DOJ to Investigate Rise in Hate Crimes: https://t.co/5aeXLXV4ll,8,24,43,SENBOOKER,D,NJ,2016,November
"Sen. @CoryBooker Seeks FBI, DOJ Plan To Combat Rise In Hate Crimes: https://t.co/IW9sE7KB2M via @BuzzFeed https://t.co/ixf0juh40c",4,25,57,SENBOOKER,D,NJ,2016,November
RT @HannaMori: Join @CoryBooker as he hosts 3rd criminal justice reform forum this Tuesday 11/22. RSVP: https://t.co/w4Sk6gLZ41 https://t.c_,1,10,15,SENBOOKER,D,NJ,2016,November
"Congrats to NJ's @springsteennamed recipient of Presidential Medal of Freedom, the nation's highest civilian honor_ https://t.co/At8vD9iO3x",0,23,58,SENBOOKER,D,NJ,2016,November
RT @WhiteHouse: .@POTUS just named the 21 recipients of this year's Presidential Medal of Freedom. Check out the full list here: https://t._,108,856,1643,SENBOOKER,D,NJ,2016,November
#NewJersey! @CoryBooker is hosting a forum on #CJReform next Tuesday. RSVP here: https://t.co/7vjTG1vX9F https://t.co/VuiVgcbZJG,0,4,10,SENBOOKER,D,NJ,2016,November
Sen @CoryBooker Hosts Forum to Boost Veteran-owned Small Businesses in New Jersey: https://t.co/poxjTAVhZd,2,4,15,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker's Statement on Appointment of Steve Bannon to Key White House Post: https://t.co/Me8UW56xef,15,96,124,SENBOOKER,D,NJ,2016,November
"""Often our greatest courage is just getting up after a long night &amp; persisting in doing good for others..."" _ https://t.co/X9L368kZgZ",23,84,181,SENBOOKER,D,NJ,2016,November
"Sen. @CoryBooker, @RepDonaldPayne &amp; @rasjbaraka announced $1 million DOJ grant to aid prisoner re-entry programs:_ https://t.co/t8mD5cV0IG",14,151,434,SENBOOKER,D,NJ,2016,November
"Veterans thank you.
Happy #VeteransDay! https://t.co/UFxKG1PpAN",0,18,42,SENBOOKER,D,NJ,2016,November
"RT @CityofNewarkNJ: Today Mayor @rasjbaraka, NJ Senator @CoryBooker and @RutgersSCJ announced the $1M Second Chance Grant to combat recid_",0,15,27,SENBOOKER,D,NJ,2016,November
RT @ThatPeterGannon: Great day @CoryBooker 's Veterans Small Biz Forum @KeanUniversity . He is a true champion for our Vets. #veterans htt_,3,12,26,SENBOOKER,D,NJ,2016,November
Sen. @CoryBooker at #NJ Veterans Small Business forum with @jointbasemdl Commander Col. Frederick Thaden https://t.co/2gKhNqIJmX,11,47,324,SENBOOKER,D,NJ,2016,November
#NJ Veterans! Read our new Office of Sen. @CoryBooker New Jersey Veterans Handbook: https://t.co/U586L3D73D_ https://t.co/b9C9lhrYHv,0,3,12,SENBOOKER,D,NJ,2016,November
RT @CoryBooker: #WeWillRise https://t.co/0XfyOhQWlT,145,1427,3040,SENBOOKER,D,NJ,2016,November
"""We tell our truth not in what happens us but in how we react ... The will of a patriot is indomitable."" _ https://t.co/NVwijc9CH9",13,47,100,SENBOOKER,D,NJ,2016,November
Join @CoryBooker for Veterans Small Business Forum tomorrow @KeanUniversity! RSVP: https://t.co/JAyMJAjoAr Call for_ https://t.co/7XAAIiVvFc,3,2,6,SENBOOKER,D,NJ,2016,November
"Voting is an act of faith in our nation.
Let's turn battleground into common ground.
And swing states into the Uni_ https://t.co/KEeVnBBQYj",4,25,95,SENBOOKER,D,NJ,2016,November
"Today is #ElectionDay!
Polls are open until 8PM in #NJ.
Remember to get out &amp; #VOTE! https://t.co/JoRlGgLWAC",2,20,37,SENBOOKER,D,NJ,2016,November
Tomorrow is Election Day. Your vote is your voiceSpeak up this election! Find your polling place here:_ https://t.co/PzYaY29KjJ,1,6,21,SENBOOKER,D,NJ,2016,November
"RT @CoryBooker: 100 years ago today, Jeannette Rankin became the first woman elected to Congress. And she did amazing things for Americans._",36,757,1473,SENBOOKER,D,NJ,2016,November
"Remember: #voterintimidation is illegal.
Make sure you know your rights before #ElectionDay! https://t.co/ux43k1BCP2",1,44,41,SENBOOKER,D,NJ,2016,November
#NJ veterans interested in small business resources &amp; opportunities please join @CoryBooker next Thurs 11/10:_ https://t.co/HE0Qs8180L,0,12,11,SENBOOKER,D,NJ,2016,November
Ultimately it is our actions that tell our truth. Love of country can only truly be expressed through our service to it. #Vote,3,12,38,SENBOOKER,D,NJ,2016,November
#NJ: Please join @CoryBooker for Veterans Small Business Forum next Thursday 11/10 @KeanUniversity. RSVP:_ https://t.co/yCyXQPD20F,0,9,6,SENBOOKER,D,NJ,2016,November
"RT @BillMoen: As always, great time talking w/ 4th Legislative District Student Enrichment program about awesome work that @SenBookerOffice_",1,2,8,SENBOOKER,D,NJ,2016,November
Get the facts on #LatinaEqualPay &amp; the gender #paygap: https://t.co/tqRFyNEJWY,0,8,13,SENBOOKER,D,NJ,2016,November
#NJ: Don't forget to stop by our ACA Enrollment Assistance Day today. Walk-ins are welcome! https://t.co/vXG1kLKOtq,0,3,10,SENBOOKER,D,NJ,2016,November
RT @civilrightsorg: Today marks 13 months since this bipartisan group of senators introduced #SentencingReform. We need a vote ASAP. #Justi_,1,35,36,SENBOOKER,D,NJ,2016,November
#NJ: Don't miss our ACA Enrollment Assistance Day tomorrow! See below for details: https://t.co/YwKfd5tHLL,0,4,9,SENBOOKER,D,NJ,2016,November
RT @LibnOfCongress: It was pleasure to be joined by @brianschatz @History @AETV to celebrate veterans and the Veterans History Project. htt_,1,29,69,SENBRIANSCHATZ,D,HI,2016,November
Earlier today I urged the Senate to pass our bill to expand tele-training for health care professionals. https://t.co/TohPSBn5QK,2,7,19,SENBRIANSCHATZ,D,HI,2016,November
People have the right to share their opinions about businesses without fear of legal retaliation and this bill will help protect that right.,1,2,5,SENBRIANSCHATZ,D,HI,2016,November
Great news - The Senate has unanimously passed my bill to protect consumer online reviews. https://t.co/YOd6OGy3i3,0,2,7,SENBRIANSCHATZ,D,HI,2016,November
Thank you @SenOrrinHatch for working with me to write and pass the Expanding Capacity for Health Outcomes Act.,0,4,6,SENBRIANSCHATZ,D,HI,2016,November
Our bill will help give health professionals in hard-to-reach areas the specialized training they need and help them reach more patients.,0,2,6,SENBRIANSCHATZ,D,HI,2016,November
Today the Senate passed a bill I co-authored called the ECHO Act to increase access to health care in rural areas. https://t.co/5J47r35J7S,0,8,15,SENBRIANSCHATZ,D,HI,2016,November
Thats why we need to update Medicare to take advantage of new technologies in telemedicine and remote patient monitoring.,1,3,15,SENBRIANSCHATZ,D,HI,2016,November
"Teleheath is the future of health care. It provides patients with quality care, whenever and wherever they need it. https://t.co/r2pcvlVCbj",0,1,4,SENBRIANSCHATZ,D,HI,2016,November
NOW: Sen. Schatz is discussing how to better train health care professionals in rural areas &amp; deliver better care. https://t.co/r2pcvlVCbj,0,3,6,SENBRIANSCHATZ,D,HI,2016,November
On my way to the Senate floor to urge my colleagues to join @SenOrrinHatch and me in passing the ECHO Act. https://t.co/r2pcvlVCbj,0,0,4,SENBRIANSCHATZ,D,HI,2016,November
Telehealth helps more people get the care they need and our #CONNECT4Health Act will expand telehealth even further. https://t.co/KlDxwaPYtm,0,4,4,SENBRIANSCHATZ,D,HI,2016,November
Congratulations Dr. Tseng on being the first #Hawaii physician to serve on the US Preventive Services Task Force. https://t.co/b6CZme83ZV,2,3,10,SENBRIANSCHATZ,D,HI,2016,November
Representative Clift Tsuji will be greatly missed. https://t.co/4LKYJALU5Y,0,0,3,SENBRIANSCHATZ,D,HI,2016,November
RT @SenSanders: Climate change is not a hoax. Its a threat to this entire planet. Trump better start listening to scientists and not fossi_,721,26205,55862,SENBRIANSCHATZ,D,HI,2016,November
Thanks to the Montessori School of Maui for stopping by my DC office and bringing some aloha to Washington. https://t.co/vDypO0L0r4,0,3,16,SENBRIANSCHATZ,D,HI,2016,November
Myron Ebell overseeing the @EPA transition should concern us all. https://t.co/EaBwKrwUkD https://t.co/1V1qk7bUMP,55,909,1090,SENBRIANSCHATZ,D,HI,2016,November
It was an honor to join so many veterans &amp; their families today in celebrating #VeteransDay at the Memorial Cemeter_ https://t.co/CToVKFO0L7,2,1,12,SENBRIANSCHATZ,D,HI,2016,November
"On this Veterans Day, we honor the dedication and sacrifice of our veterans and their families. #VeteransDay https://t.co/XbnTkeIDo1",0,3,6,SENBRIANSCHATZ,D,HI,2016,November
There is a lot more we can do to improve our tsunami preparedness and I am working hard to pass legislation to do just that. #TsunamiDay2016,1,1,3,SENBRIANSCHATZ,D,HI,2016,November
That is why Ive worked to bolster federal funds available for @Hawaii_EMA and sponsor legislation to strengthen tsunami forecasting.,0,0,1,SENBRIANSCHATZ,D,HI,2016,November
"In Hawaii, being well-prepared for natural disasters like tsunamis can mean the difference between life and death. #TsunamiDay2016",0,1,2,SENBRIANSCHATZ,D,HI,2016,November
It is World Tsunami Awareness Day and a day to remember the lives impacted by tsunami in our state and around the world. #TsunamiDay2016,0,2,0,SENBRIANSCHATZ,D,HI,2016,November
The #ParisAgreement demonstrates what American leadership and the power of international cooperation can accomplish. #ActOnClimate,0,0,4,SENBRIANSCHATZ,D,HI,2016,November
The #ParisAgreement enters into force today. This marks a major step toward a cleaner future for our children &amp; grandchildren. #ActOnClimate,0,0,10,SENBRIANSCHATZ,D,HI,2016,November
The American public understands that climate change is real and caused by humans. It's time to #ActOnClimate._ https://t.co/6edezxbw8z,0,3,9,SENBRIANSCHATZ,D,HI,2016,November
It's easier than ever to enroll in a 2017 health plan. Visit https://t.co/sFVmZDCOAk to #GetCovered. https://t.co/lTz5A3Uxde,1,3,1,SENBRIANSCHATZ,D,HI,2016,November
Open enrollment has begun. Visit https://t.co/sFVmZDUpYU today to enroll in 2017 coverage dont wait to_ https://t.co/zVHIN7abLa,3,2,1,SENBRIANSCHATZ,D,HI,2016,November
Spent the evening w/ the Simcakoski family &amp; thanked them for their hard work on the opioid safety bill_ https://t.co/KnUd0njdrz,0,3,16,SENCAPITO,R,WV,2016,November
Kick off December by stopping by the 1st mobile offices of the month in Hancock &amp; Lincoln counties. Details here: https://t.co/IIS06TgcxI,0,0,3,SENCAPITO,R,WV,2016,November
Just announced new mobile offices for Dec. First sessions start tomorrow so be sure to check out the schedule here:_ https://t.co/pSVe9xQRt7,0,0,4,SENCAPITO,R,WV,2016,November
Took a moment today to thank our troops &amp; wish them #HappyHolidays. Thanks to @RedCross for hosting this meaningful_ https://t.co/JWcRQbnOzv,6,17,62,SENCAPITO,R,WV,2016,November
"Thanks to fellow WVian @RepEvanJenkins for introducing the House version of the #COREAct, which will create new opportunities for our state.",0,8,17,SENCAPITO,R,WV,2016,November
"Correction: _ of seniors cant afford shingles vaccines b/c of high out-of-pocket MEDICARE costs, not Medicaid. More https://t.co/mVLR8AyPrW",0,0,1,SENCAPITO,R,WV,2016,November
_ of seniors receive shingles vaccination. The other _ cant afford it bc of ʥ #Medicaid costs. https://t.co/FVc0aZBgRs @wvstatejournal,4,2,3,SENCAPITO,R,WV,2016,November
Elaine Chao is a trail blazer with a proven record of leadership. Shes an excellent choice for @USDOT Secretary. https://t.co/8r3UZ1SO3l,1,3,9,SENCAPITO,R,WV,2016,November
Last mobile offices for this month will be in Grant &amp; Wetzel counties tomorrow sign up here:_ https://t.co/IY0fFoRsyP,0,0,2,SENCAPITO,R,WV,2016,November
Grateful for the volunteers who recently helped those impacted by the #wvflood get into new homes in White Sulphur_ https://t.co/K8UkXTSush,1,3,16,SENCAPITO,R,WV,2016,November
Congratulations to my friend &amp; former colleague @RepTomPrice. https://t.co/HCdusTdZCJ,0,1,5,SENCAPITO,R,WV,2016,November
Proud to nominate 32 highly qualified WVians to our prestigious U.S. service academies. More here: https://t.co/AE4iF4aDN9,0,0,7,SENCAPITO,R,WV,2016,November
Speaking with @HoppyKercheval this morning around 10:06. Tune in if you can! https://t.co/jehbgFfRY8,0,0,1,SENCAPITO,R,WV,2016,November
Dont miss this opportunity to meet with my staff. They are hosting 2 mobile offices tomorrow in Martinsburg &amp; West_ https://t.co/gQ7DfteF0y,1,1,2,SENCAPITO,R,WV,2016,November
.@IntelligencerWV agrees the #COREAct is a needed step to boost our economy in WV. Read about it in their editorial_ https://t.co/itDuwHMuPt,2,2,4,SENCAPITO,R,WV,2016,November
"The Senate is back in session, which means my newsletter is back! Sign up here: https://t.co/3peS95Q2Kt https://t.co/Us2adNXW6n",0,0,1,SENCAPITO,R,WV,2016,November
"My staff is hitting the road tomorrow for mobile offices! If youre in the Parkersburg or Franklin areas, stop in! https://t.co/ew2HK6MD6H",2,2,6,SENCAPITO,R,WV,2016,November
WV counties w coal job losses are in need of new economic investment. @wvstatejournal has details on my new effort https://t.co/F320zO9aaN,3,5,13,SENCAPITO,R,WV,2016,November
Good luck tonight @HerdFB. Beat @WKUFootball! #STAMPEDE16,0,2,4,SENCAPITO,R,WV,2016,November
".@WVUfootball, how about a win today for my birthday?! #LetsGo #Mountaineers!",3,6,27,SENCAPITO,R,WV,2016,November
#Throwback to a happy time celebrating my birthday with family. https://t.co/mBa6t9ddbz,1,2,35,SENCAPITO,R,WV,2016,November
Today is the day to get out and support local small businesses! #ShopSmall,2,5,7,SENCAPITO,R,WV,2016,November
"On Tuesday, my staff celebrated w/ Rainelle residents as they dedicated homes built for those impacted by #wvflood. https://t.co/A07gvUuGjv",1,1,10,SENCAPITO,R,WV,2016,November
Glad to support Berkeley Springs progress on their streetscape project. https://t.co/yNo8JN2FEx,0,1,7,SENCAPITO,R,WV,2016,November
Loved seeing the #PrideofWestVirginia @WVUMarchingBand at the Macy's Thanksgiving Day Parade. Looked &amp; sounded gre_ https://t.co/kYV4ebKIIf,0,18,47,SENCAPITO,R,WV,2016,November
My husband Charlie and I wish all West Virginians a very happy and safe Thanksgiving https://t.co/whJ5vzNbix,10,16,56,SENCAPITO,R,WV,2016,November
Looking for opportunities to diversify &amp; grow our economy is critical. More about this in my @DM_opinion op-ed: https://t.co/2pYQhx23zg,0,1,2,SENCAPITO,R,WV,2016,November
